Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
1095,677,"""Espurr""","""Restraint Pokemon""",NULL,NULL,NULL,0.3,3.5,"""Psychic""",NULL,"""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",62,48,54,63,60,68,355,0,0,0,0,0,1,1,190,"""Medium Fast""",1000000,71,"""Field""",NULL,20,NULL,NULL
1096,678,"""Meowstic""","""Constraint Pokemon""",NULL,NULL,NULL,0.6,8.5,"""Psychic""",NULL,"""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""","""Prankster""","""Gives priority to a status move.""",NULL,NULL,100,0,70,"""X / Y""","""Kalos""",74,48,76,83,81,104,466,0,0,0,0,0,2,2,75,"""Medium Fast""",1000000,163,"""Field""",NULL,20,1095,"""Level 25"""
1097,68,"""Machamp""","""Superpower Pokemon""",NULL,NULL,NULL,1.6,130.0,"""Fighting""",NULL,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""","""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",NULL,NULL,75,25,70,"""Red / Blue / Yellow""","""Kanto""",90,130,80,65,0,55,420,0,3,0,0,0,0,3,45,"""Medium Slow""",1059860,227,"""Human-Like""",NULL,20,1087,NULL
1098,681,"""Aegislash""","""Royal Sword Pokemon""",NULL,NULL,NULL,1.7,53.0,"""Steel""","""Ghost""","""Stance Change""","""The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King's Shield.""",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""X / Y""","""Kalos""",60,50,140,50,140,60,500,0,0,2,0,1,0,3,45,"""Medium Fast""",1000000,234,"""Mineral""",NULL,20,26,"""Dusk Stone"""
1101,682,"""Spritzee""","""Perfume Pokemon""",NULL,NULL,NULL,0.2,0.5,"""Fairy""",NULL,"""Healer""","""Sometimes heals an ally's status condition.""",NULL,NULL,"""Aroma Veil""","""Protects itself and its allies from attacks that limit their move choices.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",78,52,60,63,65,23,341,1,0,0,0,0,0,1,200,"""Medium Fast""",1000000,68,"""Fairy""",NULL,20,NULL,NULL
1102,683,"""Aromatisse""","""Fragrance Pokemon""",NULL,NULL,NULL,0.8,15.5,"""Fairy""",NULL,"""Healer""","""Sometimes heals an ally's status condition.""",NULL,NULL,"""Aroma Veil""","""Protects itself and its allies from attacks that limit their move choices.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",101,72,72,99,89,29,462,2,0,0,0,0,0,2,140,"""Medium Fast""",1000000,162,"""Fairy""",NULL,20,1101,"""Sachet"""
1103,684,"""Swirlix""","""Cotton Candy Pokemon""",NULL,NULL,NULL,0.4,3.5,"""Fairy""",NULL,"""Sweet Veil""","""Prevents itself and ally Pokémon from falling asleep.""",NULL,NULL,"""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",62,48,66,59,57,49,341,0,0,1,0,0,0,1,200,"""Medium Fast""",1000000,68,"""Fairy""",NULL,20,NULL,NULL
1104,685,"""Slurpuff""","""Meringue Pokemon""",NULL,NULL,NULL,0.8,5.0,"""Fairy""",NULL,"""Sweet Veil""","""Prevents itself and ally Pokémon from falling asleep.""",NULL,NULL,"""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",82,80,86,85,75,72,480,0,0,2,0,0,0,2,140,"""Medium Fast""",1000000,168,"""Fairy""",NULL,20,1103,"""Whipped Dream"""
1105,686,"""Inkay""","""Revolving Pokemon""",NULL,NULL,NULL,0.4,3.5,"""Dark""","""Psychic""","""Suction Cups""","""This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.""","""Contrary""","""Makes stat changes have an opposite effect.""","""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",53,54,53,37,46,45,288,0,1,0,0,0,0,1,190,"""Medium Fast""",1000000,58,"""Water 1""","""Water 2""",20,NULL,NULL
1106,687,"""Malamar""","""Overturning Pokemon""",NULL,NULL,NULL,1.5,47.0,"""Dark""","""Psychic""","""Suction Cups""","""This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.""","""Contrary""","""Makes stat changes have an opposite effect.""","""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",86,92,88,68,75,73,482,0,2,0,0,0,0,2,80,"""Medium Fast""",1000000,169,"""Water 1""","""Water 2""",20,1105,"""Level 30 With System Or Controller Upside-Down"""
1107,688,"""Binacle""","""Two-Handed Pokemon""",NULL,NULL,NULL,0.5,31.0,"""Rock""","""Water""","""Tough Claws""","""Powers up moves that make direct contact. ""","""Sniper""","""Powers up moves if they become critical hits when attacking.""","""Pickpocket""","""Steals an item from an attacker that made direct contact.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",42,52,67,39,56,50,306,0,1,0,0,0,0,1,120,"""Medium Fast""",1000000,61,"""Water 3""",NULL,20,NULL,NULL
1108,689,"""Barbaracle""","""Collective Pokemon""",NULL,NULL,NULL,1.3,96.0,"""Rock""","""Water""","""Tough Claws""","""Powers up moves that make direct contact. ""","""Sniper""","""Powers up moves if they become critical hits when attacking.""","""Pickpocket""","""Steals an item from an attacker that made direct contact.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",72,105,115,54,86,68,500,0,2,0,0,0,0,2,45,"""Medium Fast""",1000000,175,"""Water 3""",NULL,20,1107,"""Level 39"""
1109,69,"""Bellsprout""","""Flower Pokemon""",NULL,NULL,NULL,0.7,4.0,"""Grass""","""Poison""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,NULL,NULL,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",50,75,35,70,0,40,270,0,1,0,0,0,0,1,255,"""Medium Slow""",1059860,60,"""Grass""",NULL,20,NULL,NULL
1110,690,"""Skrelp""","""Mock Kelp Pokemon""",NULL,NULL,NULL,0.5,7.3,"""Poison""","""Water""","""Poison Point""","""Contact with the Pokémon may poison the attacker.""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",50,60,60,60,60,30,320,0,0,0,0,1,0,1,225,"""Medium Fast""",1000000,64,"""Water 1""","""Dragon""",20,NULL,NULL
1111,691,"""Dragalge""","""Mock Kelp Pokemon""",NULL,NULL,NULL,1.8,81.5,"""Poison""","""Dragon""","""Poison Point""","""Contact with the Pokémon may poison the attacker.""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",65,75,90,97,123,44,494,0,0,0,0,2,0,2,55,"""Medium Fast""",1000000,173,"""Water 1""","""Dragon""",20,1110,"""Level 48"""
1112,692,"""Clauncher""","""Water Gun Pokemon""",NULL,NULL,NULL,0.5,8.3,"""Water""",NULL,"""Mega Launcher""","""Powers up aura and pulse moves. """,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""X / Y""","""Kalos""",50,53,62,58,63,44,330,0,0,0,1,0,0,1,225,"""Slow""",1250000,66,"""Water 1""","""Water 3""",15,NULL,NULL
1113,693,"""Clawitzer""","""Howitzer Pokemon""",NULL,NULL,NULL,1.3,35.3,"""Water""",NULL,"""Mega Launcher""","""Powers up aura and pulse moves. """,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,"""X / Y""","""Kalos""",71,73,88,120,89,59,500,0,0,0,2,0,0,2,55,"""Slow""",1250000,100,"""Water 1""","""Water 3""",15,1112,"""Level 37"""
1122,694,"""Helioptile""","""Generator Pokemon""",NULL,NULL,NULL,0.5,6.0,"""Electric""","""Normal""","""Dry Skin""","""Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""","""Solar Power""","""Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",44,38,33,61,43,70,289,0,0,0,0,0,1,1,190,"""Medium Fast""",1000000,58,"""Monster""","""Dragon""",20,NULL,NULL
1123,695,"""Heliolisk""","""Generator Pokemon""",NULL,NULL,NULL,1.0,21.0,"""Electric""","""Normal""","""Dry Skin""","""Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""","""Solar Power""","""Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",62,55,52,109,94,109,481,0,0,0,1,0,1,2,75,"""Medium Fast""",1000000,168,"""Monster""","""Dragon""",20,1122,"""Sun Stone"""
1124,696,"""Tyrunt""","""Royal Heir Pokemon""",NULL,NULL,NULL,0.8,26.0,"""Rock""","""Dragon""","""Strong Jaw""","""The Pokémon's strong jaw boosts the power of its biting moves.""",NULL,NULL,"""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""",NULL,NULL,87.5,12.5,70,"""X / Y""","""Kalos""",58,89,77,45,45,48,362,0,1,0,0,0,0,1,45,"""Medium Fast""",1000000,72,"""Monster""","""Dragon""",30,NULL,NULL
1125,697,"""Tyrantrum""","""Despot Pokemon""",NULL,NULL,NULL,2.5,270.0,"""Rock""","""Dragon""","""Strong Jaw""","""The Pokémon's strong jaw boosts the power of its biting moves.""",NULL,NULL,"""Rock Head""","""Protects the Pokémon from recoil damage.""",NULL,NULL,87.5,12.5,70,"""X / Y""","""Kalos""",82,121,119,69,59,71,521,0,2,0,0,0,0,2,45,"""Medium Fast""",1000000,182,"""Monster""","""Dragon""",30,1124,"""Level 39 During The Day"""
1126,698,"""Amaura""","""Tundra Pokemon""",NULL,NULL,NULL,1.3,25.2,"""Rock""","""Ice""","""Refrigerate""","""Normal-type moves become Ice-type moves. The power of those moves is boosted a little.""",NULL,NULL,"""Snow Warning""","""The Pokémon summons a hailstorm when it enters a battle.""",NULL,NULL,87.5,12.5,70,"""X / Y""","""Kalos""",77,59,50,67,63,46,362,1,0,0,0,0,0,1,45,"""Medium Fast""",1000000,72,"""Monster""",NULL,30,NULL,NULL
1127,699,"""Aurorus""","""Tundra Pokemon""",NULL,NULL,NULL,2.7,225.0,"""Rock""","""Ice""","""Refrigerate""","""Normal-type moves become Ice-type moves. The power of those moves is boosted a little.""",NULL,NULL,"""Snow Warning""","""The Pokémon summons a hailstorm when it enters a battle.""",NULL,NULL,87.5,12.5,70,"""X / Y""","""Kalos""",123,77,72,99,92,58,521,2,0,0,0,0,0,2,45,"""Medium Fast""",1000000,104,"""Monster""",NULL,30,1126,"""Level 39 During The Night"""
1128,70,"""Weepinbell""","""Flycatcher Pokemon""",NULL,NULL,NULL,1.0,6.4,"""Grass""","""Poison""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,NULL,NULL,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",65,90,50,85,0,55,345,0,2,0,0,0,0,2,120,"""Medium Slow""",1059860,137,"""Grass""",NULL,20,1109,"""Level 21"""
1129,700,"""Sylveon""","""Interwining Pokemon""",NULL,NULL,NULL,1.0,23.5,"""Fairy""",NULL,"""Cute Charm""","""Contact with the Pokémon may cause infatuation.""",NULL,NULL,"""Pixilate""","""Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.""",NULL,NULL,87.5,12.5,70,"""X / Y""","""Kalos""",95,65,65,110,130,60,525,0,0,0,0,2,0,2,45,"""Medium Fast""",1000000,184,"""Field""",NULL,35,228,"""Knowing A Fairy Move With 2+ Levels Of Affection"""
1130,701,"""Hawlucha""","""Wrestling Pokemon""",NULL,NULL,NULL,0.8,21.5,"""Fighting""","""Flying""","""Limber""","""Its limber body protects the Pokémon from paralysis.""","""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",78,92,75,74,63,118,500,0,2,0,0,0,0,2,100,"""Medium Fast""",1000000,175,"""Flying""","""Human-Like""",20,NULL,NULL
1131,702,"""Dedenne""","""Antenna Pokemon""",NULL,NULL,NULL,0.2,2.2,"""Electric""","""Fairy""","""Cheek Pouch""","""Restores HP as well when the Pokémon eats a Berry.""","""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Plus""","""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",67,58,57,81,67,101,431,0,0,0,0,0,2,2,180,"""Medium Fast""",1000000,151,"""Field""","""Fairy""",20,NULL,NULL
1132,703,"""Carbink""","""Jewel Pokemon""",NULL,NULL,NULL,0.3,5.7,"""Rock""","""Fairy""","""Clear Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""",NULL,NULL,"""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""",NULL,NULL,0,0,70,"""X / Y""","""Kalos""",50,50,150,50,150,50,500,0,0,1,0,1,0,2,60,"""Slow""",1250000,100,"""Fairy""","""Mineral""",25,NULL,NULL
1133,704,"""Goomy""","""Soft Tissue Pokemon""",NULL,NULL,NULL,0.3,2.8,"""Dragon""",NULL,"""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""","""Hydration""","""Heals status conditions if it's raining.""","""Gooey""","""Contact with the Pokémon lowers the attacker's Speed stat.""",NULL,NULL,50,50,35,"""X / Y""","""Kalos""",45,50,35,55,75,40,300,0,0,0,0,1,0,1,45,"""Slow""",1250000,60,"""Dragon""",NULL,40,NULL,NULL
1134,705,"""Sliggoo""","""Soft Tissue Pokemon""",NULL,NULL,NULL,0.8,17.5,"""Dragon""",NULL,"""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""","""Hydration""","""Heals status conditions if it's raining.""","""Gooey""","""Contact with the Pokémon lowers the attacker's Speed stat.""",NULL,NULL,50,50,35,"""X / Y""","""Kalos""",68,75,53,83,113,60,452,0,0,0,0,2,0,2,45,"""Slow""",1250000,158,"""Dragon""",NULL,40,1133,"""Level 40"""
1135,706,"""Goodra""","""Dragon Pokemon""",NULL,NULL,NULL,2.0,150.5,"""Dragon""",NULL,"""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""","""Hydration""","""Heals status conditions if it's raining.""","""Gooey""","""Contact with the Pokémon lowers the attacker's Speed stat.""",NULL,NULL,50,50,35,"""X / Y""","""Kalos""",90,100,70,110,150,80,600,0,0,0,0,3,0,3,45,"""Slow""",1250000,270,"""Dragon""",NULL,40,1134,"""Level 50 When Raining Or Foggy Outside Battle"""
1136,707,"""Klefki""","""Key Ring Pokemon""",NULL,NULL,NULL,0.2,3.0,"""Steel""","""Fairy""","""Prankster""","""Gives priority to a status move.""",NULL,NULL,"""Magician""","""The Pokémon steals the held item of a Pokémon it hits with a move.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",57,80,91,80,87,75,470,0,0,1,0,0,0,1,75,"""Fast""",800000,165,"""Mineral""",NULL,20,NULL,NULL
1137,708,"""Phantump""","""Stump Pokemon""",NULL,NULL,NULL,0.4,7.0,"""Ghost""","""Grass""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""","""Harvest""","""May create another Berry after one is used.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",43,70,48,50,60,38,309,0,1,0,0,0,0,1,120,"""Medium Fast""",1000000,62,"""Grass""","""Amorphous""",20,NULL,NULL
1138,709,"""Trevenant""","""Elder Tree Pokemon""",NULL,NULL,NULL,1.5,71.0,"""Ghost""","""Grass""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""","""Harvest""","""May create another Berry after one is used.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",85,110,76,65,82,56,474,0,2,0,0,0,0,2,60,"""Medium Fast""",1000000,166,"""Grass""","""Amorphous""",20,1137,NULL
1139,71,"""Victreebel""","""Flycatcher Pokemon""",NULL,NULL,NULL,1.7,15.5,"""Grass""","""Poison""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,NULL,NULL,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",NULL,NULL,50,50,70,"""Red / Blue / Yellow""","""Kanto""",80,105,65,100,70,70,490,0,3,0,0,0,0,3,45,"""Medium Slow""",1059860,221,"""Grass""",NULL,20,1128,"""Leaf Stone"""
1140,710,"""Pumpkaboo""","""Pumpkin Pokemon""",NULL,NULL,NULL,0.4,5.0,"""Ghost""","""Grass""","""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""","""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",49,66,70,44,55,51,335,0,0,1,0,0,0,1,120,"""Medium Fast""",1000000,67,"""Amorphous""",NULL,20,NULL,NULL
1141,711,"""Gourgeist""","""Pumpkin Pokemon""",NULL,NULL,NULL,0.9,12.5,"""Ghost""","""Grass""","""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""","""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",65,90,122,58,75,84,494,0,0,2,0,0,0,2,60,"""Medium Fast""",1000000,173,"""Amorphous""",NULL,20,1140,NULL
1142,712,"""Bergmite""","""Ice Chunk Pokemon""",NULL,NULL,NULL,1.0,99.5,"""Ice""",NULL,"""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",55,69,85,32,35,28,304,0,0,1,0,0,0,1,190,"""Medium Fast""",1000000,61,"""Monster""","""Mineral""",20,NULL,NULL
1143,713,"""Avalugg""","""Iceberg Pokemon""",NULL,NULL,NULL,2.0,505.0,"""Ice""",NULL,"""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",95,117,184,44,46,28,514,0,0,2,0,0,0,2,55,"""Medium Fast""",1000000,180,"""Monster""","""Mineral""",20,1142,"""Level 37"""
1144,714,"""Noibat""","""Sound Wave Pokemon""",NULL,NULL,NULL,0.5,8.0,"""Flying""","""Dragon""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""","""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""","""Telepathy""","""Anticipates an ally's attack and dodges it.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",40,30,35,45,40,55,245,0,0,0,0,0,1,1,190,"""Medium Fast""",1000000,49,"""Flying""","""Dragon""",20,NULL,NULL
1145,715,"""Noivern""","""Sound Wave Pokemon""",NULL,NULL,NULL,1.5,85.0,"""Flying""","""Dragon""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""","""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""","""Telepathy""","""Anticipates an ally's attack and dodges it.""",NULL,NULL,50,50,70,"""X / Y""","""Kalos""",85,70,80,97,80,123,535,0,0,0,0,0,2,2,45,"""Medium Fast""",1000000,187,"""Flying""","""Dragon""",20,1144,"""Level 48"""
1146,716,"""Xerneas""","""Life Pokemon""",NULL,NULL,"""Legendary""",3.0,215.0,"""Fairy""",NULL,"""Fairy Aura""","""Powers up each Pokémon's Fairy-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""X / Y""","""Kalos""",126,131,95,131,98,99,680,3,0,0,0,0,0,3,45,"""Slow""",1250000,306,"""Undiscovered""",NULL,120,NULL,NULL
1147,717,"""Yveltal""","""Destruction Pokemon""",NULL,NULL,"""Legendary""",5.8,203.0,"""Dark""","""Flying""","""Dark Aura""","""Powers up each Pokémon's Dark-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""X / Y""","""Kalos""",126,131,95,131,98,99,680,3,0,0,0,0,0,3,45,"""Slow""",1250000,306,"""Undiscovered""",NULL,120,NULL,NULL
