pokemon_name,pokedex_number,pokemon_id,classification,pokemon_height,pokemon_weight,primary_type,secondary_type,pre_evo_id,evo_details,primary_ability,primary_ability_desc,secondary_ability,secondary_ability_desc,hidden_ability,hidden_ability_desc,health_stat,attack_stat,defense_stat,special_attack_stat,special_defense_stat,speed_stat,base_stat_total
Accelgor,617,990,Shell Out Pokémon,0.8,25.3,Bug,,989,With Karrablast,Hydration,Heals status conditions if it's raining.,Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,80,70,40,100,60,145,495
Stunfisk,618,991,Trap Pokémon,0.7,11,Ground,Electric,,,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Limber,Its limber body protects the Pokémon from paralysis.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,109,66,84,81,99,32,471
Mienfoo,619,992,Martial Arts Pokémon,0.9,20,Fighting,,,,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Regenerator,Restores a little HP when withdrawn from battle.,Reckless,Powers up moves that have recoil damage.,45,85,50,55,50,65,350
Poliwrath,62,993,Tadpole Pokémon,1.3,54,Water,Fighting,982,Water Stone,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Swift Swim,Boosts the Pokémon's Speed stat in rain.,90,95,95,70,90,70,510
Mienshao,620,994,Martial Arts Pokémon,1.4,35.5,Fighting,,992,Level 50,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Regenerator,Restores a little HP when withdrawn from battle.,Reckless,Powers up moves that have recoil damage.,65,125,60,95,60,105,510
Druddigon,621,995,Cave Pokémon,1.6,139,Dragon,,,,Rough Skin,This Pokémon inflicts damage with its rough skin to the attacker on contact.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,77,120,90,60,90,48,485
Golett,622,996,Automaton Pokémon,1,92,Ground,Ghost,,,Iron Fist,Powers up punching moves.,Klutz,The Pokémon can't use any held items.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,59,74,50,35,50,35,303
Golurk,623,997,Automaton Pokémon,2.8,330,Ground,Ghost,996,Level 43,Iron Fist,Powers up punching moves.,Klutz,The Pokémon can't use any held items.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,89,124,80,55,80,55,483
Pawniard,624,998,Sharp Blade Pokémon,0.5,10.2,Dark,Steel,,,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",45,85,70,40,40,60,340
Bisharp,625,999,Sword Blade Pokémon,1.6,70,Dark,Steel,998,Level 52,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",65,125,100,60,70,70,490
Bouffalant,626,1000,Bash Buffalo Pokémon,1.6,94.5,Normal,,,,Reckless,Powers up moves that have recoil damage.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,95,110,95,40,95,55,490
Rufflet,627,1001,Eaglet Pokémon,0.5,10.5,Normal,Flying,,,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Hustle,"Boosts the Attack stat, but lowers accuracy.",70,83,50,37,50,60,350
Braviary,628,1002,Valiant Pokémon,1.5,41,Normal,Flying,1001,Level 54,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,100,123,75,57,75,80,510
Vullaby,629,1003,Diapered Pokémon,0.5,9,Dark,Flying,,,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,70,55,75,45,65,60,370
Abra,63,1004,Psi Pokémon,0.9,19.5,Psychic,,,,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Magic Guard,The Pokémon only takes damage from attacks.,25,20,15,105,55,90,310
Mandibuzz,630,1005,Bone Vulture Pokémon,1.2,39.5,Dark,Flying,1003,Level 54,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,110,65,105,55,95,80,510
Heatmor,631,1006,Anteater Pokémon,1.4,58,Fire,,,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,White Smoke,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.",85,97,66,105,66,65,484
Durant,632,1007,Iron Ant Pokémon,0.3,33,Bug,Steel,,,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Hustle,"Boosts the Attack stat, but lowers accuracy.",Truant,The Pokémon can't use a move if it had used a move on the previous turn.,58,109,112,48,48,109,484
Deino,633,1008,Irate Pokémon,0.8,17.3,Dark,Dragon,,,Hustle,"Boosts the Attack stat, but lowers accuracy.",,,,,52,65,50,45,50,38,300
Zweilous,634,1009,Hostile Pokémon,1.4,50,Dark,Dragon,1008,Level 50,Hustle,"Boosts the Attack stat, but lowers accuracy.",,,,,72,85,70,65,70,58,420
Hydreigon,635,1010,Brutal Pokémon,1.8,160,Dark,Dragon,1009,Level 64,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,92,105,90,125,90,98,600
Larvesta,636,1011,Torch Pokémon,1.1,28.8,Bug,Fire,,,Flame Body,Contact with the Pokémon may burn the attacker.,,,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,55,85,55,50,55,60,360
Volcarona,637,1012,Sun Pokémon,1.6,46,Bug,Fire,1011,Level 59,Flame Body,Contact with the Pokémon may burn the attacker.,,,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,85,60,65,135,105,100,550
Cobalion,638,1013,Iron Will Pokémon,2.1,250,Steel,Fighting,,,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",,,,,91,90,129,90,72,108,580
Terrakion,639,1014,Cavern Pokémon,1.9,260,Rock,Fighting,,,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",,,,,91,129,90,72,90,108,580
Kadabra,64,1015,Psi Pokémon,1.3,56.5,Psychic,,1004,Level 16,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Magic Guard,The Pokémon only takes damage from attacks.,40,35,30,120,70,105,400
Virizion,640,1016,Grassland Pokémon,2,200,Grass,Fighting,,,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",,,,,91,90,72,90,129,108,580
Tornadus,641,1017,Cyclone Pokémon,1.5,63,Flying,,,,Prankster,Gives priority to a status move.,,,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,79,115,70,125,80,111,580
Thundurus,642,1018,Bolt Strike Pokémon,1.5,61,Electric,Flying,,,Prankster,Gives priority to a status move.,,,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,79,115,70,125,80,111,580
Reshiram,643,1019,Vast White Pokémon,3.2,330,Dragon,Fire,,,Turboblaze,Moves can be used on the target regardless of its Abilities.,,,,,100,120,100,150,120,90,680
Zekrom,644,1020,Deep Black Pokémon,2.9,345,Dragon,Electric,,,Teravolt,Moves can be used on the target regardless of its Abilities.,,,,,100,150,120,120,100,90,680
Landorus,645,1021,Abundance Pokémon,1.5,68,Ground,Flying,,,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,89,125,90,115,80,101,600
Kyurem,646,1022,Boundary Pokémon,3,325,Dragon,Ice,,,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,,,125,130,90,130,90,95,660
Keldeo,647,1023,Colt Pokémon,1.4,48.5,Water,Fighting,,,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",,,,,91,72,90,129,90,108,580
Meloetta,648,1024,Melody Pokémon,0.6,6.5,Normal,Psychic,,,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,,,,,100,77,77,128,128,90,600
Genesect,649,1025,Paleozoic Pokémon,1.5,82.5,Bug,Steel,,,Download,Compares an opposing Pokémon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk stat—whichever will be more effective.,,,,,71,120,95,120,95,99,600
Alakazam,65,1026,Psi Pokémon,1.5,48,Psychic,,1015,,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Magic Guard,The Pokémon only takes damage from attacks.,55,50,45,135,95,120,500
Chespin,650,1066,Spiky Nut Pokémon,0.4,9,Grass,,,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Bulletproof,Protects the Pokémon from some ball and bomb moves.,56,61,65,48,45,38,313
Quilladin,651,1067,Spiky Armor Pokémon,0.7,29,Grass,,1066,Level 16,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Bulletproof,Protects the Pokémon from some ball and bomb moves.,61,78,95,56,58,57,405
Chesnaught,652,1068,Spiky Armor Pokémon,1.6,90,Grass,Fighting,1067,Level 36,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Bulletproof,Protects the Pokémon from some ball and bomb moves.,88,107,122,74,75,64,530
Fennekin,653,1069,Fox Pokémon,0.4,9.4,Fire,,,,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Magician,The Pokémon steals the held item of a Pokémon it hits with a move.,40,45,40,62,60,60,307
Braixen,654,1070,Fox Pokémon,1,14.5,Fire,,1069,Level 16,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Magician,The Pokémon steals the held item of a Pokémon it hits with a move.,59,59,58,90,70,73,409
Delphox,655,1071,Fox Pokémon,1.5,39,Fire,Psychic,1070,Level 36,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,,,Magician,The Pokémon steals the held item of a Pokémon it hits with a move.,75,69,72,114,100,104,534
Froakie,656,1072,Bubble Frog Pokémon,0.3,7,Water,,,,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Protean,Changes the Pokémon's type to the type of the move it's about to use.,41,56,40,62,44,71,314
Frogadier,657,1073,Bubble Frog Pokémon,0.6,10.9,Water,,1072,Level 16,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Protean,Changes the Pokémon's type to the type of the move it's about to use.,54,63,52,83,56,97,405
Greninja,658,1074,Ninja Pokémon,1.5,40,Water,Dark,1073,Level 36,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,,,Protean,Changes the Pokémon's type to the type of the move it's about to use.,72,95,67,103,71,122,530
Bunnelby,659,1075,Digging Pokémon,0.4,5,Normal,,,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Cheek Pouch,Restores HP as well when the Pokémon eats a Berry.,Huge Power,Doubles the Pokémon's Attack stat.,38,36,38,32,36,57,237
Machop,66,1076,Superpower Pokémon,0.8,19.5,Fighting,,,,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,70,80,50,35,35,35,305
Diggersby,660,1077,Digging Pokémon,1,42.4,Normal,Ground,1075,Level 20,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Cheek Pouch,Restores HP as well when the Pokémon eats a Berry.,Huge Power,Doubles the Pokémon's Attack stat.,85,56,77,50,77,78,423
Fletchling,661,1078,Tiny Robin Pokémon,0.3,1.7,Normal,Flying,,,Big Pecks,Protects the Pokémon from Defense-lowering effects.,,,Gale Wings,Gives priority to Flying-type moves when the Pokémon's HP is full.,45,50,43,40,38,62,278
Fletchinder,662,1079,Ember Pokémon,0.7,16,Fire,Flying,1078,Level 17,Flame Body,Contact with the Pokémon may burn the attacker.,,,Gale Wings,Gives priority to Flying-type moves when the Pokémon's HP is full.,62,73,55,56,52,84,382
Talonflame,663,1080,Scorching Pokémon,1.2,24.5,Fire,Flying,1079,Level 35,Flame Body,Contact with the Pokémon may burn the attacker.,,,Gale Wings,Gives priority to Flying-type moves when the Pokémon's HP is full.,78,81,71,74,69,126,499
Scatterbug,664,1081,Scatterdust Pokémon,0.3,2.5,Bug,,,,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,38,35,40,27,25,35,200
Spewpa,665,1082,Scatterdust Pokémon,0.3,8.4,Bug,,1081,Level 9,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,,,Friend Guard,Reduces damage done to allies.,45,22,60,27,30,29,213
Vivillon,666,1083,Scale Pokémon,1.2,17,Bug,Flying,1082,Level 12,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Friend Guard,Reduces damage done to allies.,80,52,50,90,50,89,411
Litleo,667,1084,Lion Cub Pokémon,0.6,13.5,Fire,Normal,,,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",62,50,58,73,54,72,369
Pyroar,668,1085,Royal Pokémon,1.5,81.5,Fire,Normal,1084,Level 35,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",86,68,72,109,66,106,507
Flabébé,669,1086,Single Bloom Pokémon,0.1,0.1,Fairy,,,,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,44,38,39,61,79,42,303
Machoke,67,1087,Superpower Pokémon,1.5,70.5,Fighting,,1076,Level 28,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,80,100,70,50,60,45,405
Floette,670,1088,Single Bloom Pokémon,0.2,0.9,Fairy,,1086,Level 19,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,54,45,47,75,98,52,371
Florges,671,1089,Garden Pokémon,1.1,10,Fairy,,1088,Shiny Stone,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,,,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,78,65,68,112,154,75,552
Skiddo,672,1090,Mount Pokémon,0.9,31,Grass,,,,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,,,Grass Pelt,Boosts the Pokémon's Defense stat on Grassy Terrain.,66,65,48,62,57,52,350
Gogoat,673,1091,Mount Pokémon,1.7,91,Grass,,1090,Level 32,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,,,Grass Pelt,Boosts the Pokémon's Defense stat on Grassy Terrain.,123,100,62,97,81,68,531
